"date","no","co","pm10","pm25","odd_even","day_type"
2016-11-03 05:30:00,198.89,5.38,774.57,483.44,"NORMAL","WEEKDAY"
2016-11-04 05:30:00,174.05,4.18,541.19,292.15,"NORMAL","WEEKDAY"
2016-11-05 05:30:00,131.38,5.67,NA,625.84,"NORMAL","WEEKEND"
2016-11-06 05:30:00,154.91,6.59,NA,713.11,"NORMAL","WEEKEND"
2016-11-07 05:30:00,71.1,3.89,722.82,439.49,"NORMAL","WEEKDAY"
2016-11-08 05:30:00,77.8,2.78,555,310.02,"NORMAL","WEEKDAY"
2016-11-09 05:30:00,122.87,3.16,485.16,273.46,"NORMAL","WEEKDAY"
2016-11-10 05:30:00,220.84,4.36,539.2,271.15,"NORMAL","WEEKDAY"
2016-11-11 05:30:00,281,5.08,554.25,282.36,"NORMAL","WEEKDAY"
2016-11-12 05:30:00,223.37,4.21,474.82,268.44,"NORMAL","WEEKEND"
2016-11-13 05:30:00,156.9,3.43,349.71,186.89,"NORMAL","WEEKEND"
2016-11-14 05:30:00,267.46,5.76,439.29,217.49,"NORMAL","WEEKDAY"
2016-11-15 05:30:00,151.02,3.38,436.27,217.92,"NORMAL","WEEKDAY"
2016-11-16 05:30:00,128.28,2.98,448.8,229.38,"NORMAL","WEEKDAY"
2016-11-17 05:30:00,44.87,2.06,429.22,215.42,"NORMAL","WEEKDAY"
2016-11-18 05:30:00,100.6,2.72,471.8,224.27,"NORMAL","WEEKDAY"
2016-11-19 05:30:00,203.59,3.74,487.3,242.43,"NORMAL","WEEKEND"
2016-11-20 05:30:00,229.27,4.16,451.24,231.88,"NORMAL","WEEKEND"
2016-11-21 05:30:00,302.49,4.24,449.46,218.49,"NORMAL","WEEKDAY"
2016-11-22 05:30:00,114.09,4.1,323.5,136.32,"NORMAL","WEEKDAY"
2016-11-23 05:30:00,157.66,4.1,401.65,187.57,"NORMAL","WEEKDAY"
2016-11-24 05:30:00,109.93,3.91,426.15,199.46,"NORMAL","WEEKDAY"
2016-11-25 05:30:00,12.39,1.23,397.31,157.46,"NORMAL","WEEKDAY"
2016-11-26 05:30:00,15.7,1.17,294.28,122.84,"NORMAL","WEEKEND"
2016-11-27 05:30:00,6.06,1.34,254.03,147.17,"NORMAL","WEEKEND"
2016-11-28 05:30:00,135.46,2.66,310.59,150.12,"NORMAL","WEEKDAY"
2016-11-29 05:30:00,271.01,4.48,481.75,173.48,"NORMAL","WEEKDAY"
2016-11-30 05:30:00,184.71,3.68,395.44,191.13,"NORMAL","WEEKDAY"
2016-12-01 05:30:00,194.42,3.65,423.17,224.02,"NORMAL","WEEKDAY"
2016-12-02 05:30:00,136.3,2.85,446.82,230.98,"NORMAL","WEEKDAY"
2016-12-03 05:30:00,159.71,3.28,379.67,196.11,"NORMAL","WEEKEND"
2016-12-04 05:30:00,210.63,3.52,382.05,206.69,"NORMAL","WEEKEND"
2016-12-05 05:30:00,158.96,2.98,381.68,184.18,"NORMAL","WEEKDAY"
2016-12-06 05:30:00,140.88,3.48,478.92,278.35,"NORMAL","WEEKDAY"
2016-12-07 05:30:00,66.44,3.34,435.06,259.63,"NORMAL","WEEKDAY"
2016-12-08 05:30:00,90.96,3.64,358.23,226.1,"NORMAL","WEEKDAY"
2016-12-09 05:30:00,183.51,4.31,469.87,273.49,"NORMAL","WEEKDAY"
2016-12-10 05:30:00,27.25,2.35,271.32,176.68,"NORMAL","WEEKEND"
2016-12-11 05:30:00,107.87,3.37,315.23,195.41,"NORMAL","WEEKEND"
2016-12-12 05:30:00,199.46,3.67,359.87,193.23,"NORMAL","WEEKDAY"
2016-12-13 05:30:00,223.39,3.99,422.84,234.79,"NORMAL","WEEKDAY"
2016-12-14 05:30:00,69.18,2.28,321.3,150.06,"NORMAL","WEEKDAY"
2016-12-15 05:30:00,119.23,2.91,381.62,188.94,"NORMAL","WEEKDAY"
2016-12-16 05:30:00,208.94,3.86,403.62,208.76,"NORMAL","WEEKDAY"
2016-12-17 05:30:00,118.69,3.03,424.65,243.74,"NORMAL","WEEKEND"
2016-12-18 05:30:00,107.24,3.58,419.55,272.8,"NORMAL","WEEKEND"
2016-12-19 05:30:00,41.23,2.05,365.52,230.56,"NORMAL","WEEKDAY"
2016-12-20 05:30:00,7.5,1.47,294.99,185.29,"NORMAL","WEEKDAY"
